gw0_x,gw0_y,an0_x,an0_y,an1_x,an1_y,en0_x,en0_y
GW0,00181,-91,7,1760668083,306675517,32.0,36.7
AN0,00181,-80,5,1760668083,306675776,32.0,36.7
AN1,00181,-76,6,1760668083,306675930,32.0,36.7
GW0,00182,-90,5,1760668113,302676557,31.5,38.2
AN0,00182,-81,7,1760668113,302676686,31.5,38.2
AN1,00182,-77,7,1760668113,302676850,31.5,38.2
GW0,00183,-91,6,1760668143,296589564,31.5,37.7
AN0,00183,-81,6,1760668143,296589302,31.5,37.7
AN1,00183,-77,7,1760668143,296589742,31.5,37.7
GW0,00184,-88,6,1760668173,292726751,31.4,38.3
AN0,00184,-82,6,1760668173,292726777,31.4,38.3
AN1,00184,-76,6,1760668173,292727025,31.4,38.3
GW0,00185,-90,5,1760668203,288831735,31.3,38.7
AN0,00185,-83,6,1760668203,288832023,31.3,38.7
AN1,00185,-75,6,1760668203,288832282,31.3,38.7
GW0,00186,-91,5,1760668233,284674474,31.4,39.0
AN0,00186,-82,6,1760668233,284674794,31.4,39.0
AN1,00186,-75,6,1760668233,284674646,31.4,39.0
GW0,00187,-91,5,1760668263,281030254,31.6,39.6
AN0,00187,-81,6,1760668263,281030301,31.6,39.6
AN1,00187,-76,6,1760668263,281030548,31.6,39.6
GW0,00188,-91,5,1760668293,277116784,31.4,38.9
AN0,00188,-83,6,1760668293,277116239,31.4,38.9
AN1,00188,-76,7,1760668293,277116611,31.4,38.9
GW0,00189,-91,6,1760668323,272357435,31.6,38.6
AN0,00189,-84,5,1760668323,272357037,31.6,38.6
AN1,00189,-77,7,1760668323,272357550,31.6,38.6
GW0,00190,-90,5,1760668353,268176817,31.7,38.8
AN0,00190,-81,6,1760668353,268176704,31.7,38.8
AN1,00190,-75,6,1760668353,268177061,31.7,38.8
GW0,00191,-91,5,1760668383,264097570,32.1,38.3
AN0,00191,-81,6,1760668383,264097761,32.1,38.3
AN1,00191,-74,6,1760668383,264097958,32.1,38.3
GW0,00192,-88,4,1760668413,260244006,31.8,37.1
AN0,00192,-81,6,1760668413,260243632,31.8,37.1
AN1,00192,-76,6,1760668413,260244280,31.8,37.1
GW0,00193,-87,3,1760668443,256223665,31.3,37.8
AN0,00193,-82,7,1760668443,256223672,31.3,37.8
AN1,00193,-74,6,1760668443,256223974,31.3,37.8
GW0,00194,-88,3,1760668473,253067702,31.3,38.6
AN0,00194,-81,7,1760668473,253067411,31.3,38.6
AN1,00194,-75,7,1760668473,253067905,31.3,38.6
GW0,00195,-87,6,1760668503,249951226,31.5,38.8
AN0,00195,-81,7,1760668503,249951100,31.5,38.8
AN1,00195,-74,6,1760668503,249951354,31.5,38.8
GW0,00196,-88,6,1760668533,247393388,32.0,38.6
AN0,00196,-82,7,1760668533,247393502,32.0,38.6
AN1,00196,-75,6,1760668533,247393620,32.0,38.6
GW0,00197,-88,5,1760668563,244436427,32.5,37.1
AN0,00197,-81,7,1760668563,244436484,32.5,37.1
AN1,00197,-76,7,1760668563,244436585,32.5,37.1
GW0,00198,-88,5,1760668593,240651231,32.3,36.5
AN0,00198,-80,6,1760668593,240650811,32.3,36.5
AN1,00198,-75,7,1760668593,240651053,32.3,36.5
GW0,00199,-88,5,1760668623,237119003,32.2,37.6
AN0,00199,-80,7,1760668623,237118998,32.2,37.6
AN1,00199,-71,6,1760668623,237119308,32.2,37.6
GW0,00200,-90,5,1760668653,232322099,32.4,37.6
AN0,00200,-82,7,1760668653,232322021,32.4,37.6
AN1,00200,-75,7,1760668653,232322270,32.4,37.6
GW0,00201,-88,5,1760668683,227970771,32.4,38.1
AN0,00201,-82,6,1760668683,227970831,32.4,38.1
AN1,00201,-76,7,1760668683,227971162,32.4,38.1
GW0,00202,-90,5,1760668713,224131944,32.4,36.6
AN0,00202,-81,7,1760668713,224131782,32.4,36.6
AN1,00202,-75,8,1760668713,224131888,32.4,36.6
GW0,00203,-88,5,1760668743,218987670,32.1,37.2
AN0,00203,-82,7,1760668743,218987578,32.1,37.2
AN1,00203,-76,7,1760668743,218987765,32.0,37.2
GW0,00204,-90,5,1760668773,213157555,31.8,37.6
AN0,00204,-81,6,1760668773,213157470,31.8,37.6
AN1,00204,-75,7,1760668773,213157620,31.9,37.6
GW0,00205,-88,5,1760668803,208310651,31.8,37.3
AN0,00205,-80,7,1760668803,208310396,31.8,37.3
AN1,00205,-76,7,1760668803,208310904,31.8,37.3
GW0,00206,-90,4,1760668833,201892331,31.7,38.1
AN0,00206,-80,6,1760668833,201891644,31.7,38.1
AN1,00206,-76,7,1760668833,201892474,31.7,38.1
GW0,00207,-90,5,1760668863,197122118,31.8,38.1
AN0,00207,-80,7,1760668863,197121977,31.8,38.1
AN1,00207,-76,7,1760668863,197122775,31.8,38.1
GW0,00208,-87,5,1760668893,192450358,31.9,37.8
AN0,00208,-82,7,1760668893,192450131,31.9,37.8
AN1,00208,-75,7,1760668893,192450734,31.9,37.8
GW0,00209,-88,4,1760668923,188128324,32.0,37.4
AN0,00209,-81,7,1760668923,188128276,32.0,37.4
AN1,00209,-76,7,1760668923,188128631,32.0,37.4
GW0,00210,-91,4,1760668953,184788150,32.4,37.2
AN0,00210,-82,7,1760668953,184788269,32.4,37.2
AN1,00210,-76,7,1760668953,184788569,32.4,37.2
GW0,00211,-87,4,1760668983,180891591,32.4,36.3
AN0,00211,-82,6,1760668983,180891658,32.4,36.3
AN1,00211,-75,6,1760668983,180891593,32.4,36.3
GW0,00212,-90,4,1760669013,178140340,32.4,36.7
AN0,00212,-82,7,1760669013,178140228,32.4,36.7
AN1,00212,-77,7,1760669013,178140365,32.4,36.7
GW0,00213,-90,5,1760669043,175537291,32.2,36.8
AN0,00213,-82,7,1760669043,175537013,32.2,36.8
AN1,00213,-75,6,1760669043,175536963,32.2,36.8
GW0,00214,-91,4,1760669073,173091488,31.9,36.9
AN0,00214,-83,7,1760669073,173091331,31.9,36.9
AN1,00214,-76,7,1760669073,173091836,31.9,36.9
GW0,00215,-90,4,1760669103,169744616,31.5,38.5
AN0,00215,-83,7,1760669103,169744525,31.5,38.6
AN1,00215,-74,6,1760669103,169744802,31.5,38.6
GW0,00216,-90,5,1760669133,166575723,31.6,39.2
AN0,00216,-82,7,1760669133,166575483,31.6,39.2
AN1,00216,-76,6,1760669133,166575842,31.6,39.2
GW0,00217,-90,5,1760669163,163828635,31.5,38.1
AN0,00217,-84,6,1760669163,163828664,31.5,38.1
AN1,00217,-77,7,1760669163,163828711,31.2,38.1
GW0,00218,-90,4,1760669193,161088575,31.2,38.0
AN0,00218,-82,6,1760669193,161088676,31.2,38.0
AN1,00218,-75,7,1760669193,161089251,31.0,38.3
GW0,00219,-92,6,1760669223,158647137,31.0,38.8
AN0,00219,-84,6,1760669223,158647133,31.0,38.8
AN1,00219,-77,7,1760669223,158647212,31.0,39.0
GW0,00220,-91,6,1760669253,155010023,31.1,38.3
AN0,00220,-83,6,1760669253,155009861,31.1,38.3
AN1,00220,-77,8,1760669253,155010036,31.1,38.2
